                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r23.05.1"          1.9999336194870854E+000          1.0000017898697324E+000          1.1256511138242774E+003                       "gfortran"                         "10.2.0"            "x86_64-linux-21.4.1"                       "20260413" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index                       Omega_star                        Omega_orb                   beta_accretion                    eta_accretion                           f_conv                vwind_over_vorbit         angular_momentum_j_orbit               wind_mass_transfer 
                               1          1.0000000000000000E+002          1.1256511124677600E+003          6.5676645399471568E+002          9.8397521611863983E+000          1.9678815913195088E+001          2.8897797721902106E+002          2.1068472995854793E+002         -6.0292316431863235E-001         -1.0000000000000000E+000          1.9999336180616412E+000          1.0000017901156468E+000         -9.8999999999999986E+001         -1.0846049692573295E+001         -1.1609216091470655E+001         -9.8999999999999986E+001         -1.2826312455642352E+001         -1.0933818402042528E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7251767679705721E-001          1.7878810294008557E+053         -4.1780950351406918E+034          0.0000000000000000E+000         -1.5203597975634545E+026         -4.1780952308905873E+034          2.1095349372610145E+027          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.4816470935081318E-007          6.4604433257301342E-008          1.8298262889960709E-001          4.2214975482816219E-001          1.0000000000000000E+000          5.0815473058215888E-001          1.7878810294008557E+053         -1.6434712570307669E+014 
                               2          2.2000000000000000E+002          1.1257411556422387E+003          6.5680147750079118E+002          9.8394898137851250E+000          1.9678291214013541E+001          2.8899338753346223E+002          2.1069596524330143E+002         -6.0213940034591007E-001         -1.0000000000000000E+000          1.9999336163438830E+000          1.0000017904119904E+000         -9.2159334435954207E+001         -1.0844219223727810E+001         -1.1607385621849444E+001         -9.8999999999999986E+001         -1.2824481985787717E+001         -1.0931987933373765E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7251767710520277E-001          1.7879286995141217E+053          1.2588122794004616E+039          0.0000000000000000E+000         -1.5203598005494223E+026         -4.1957422743442185E+034          1.2588542368233572E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.4816470863135637E-007          6.4599265827624686E-008          1.8298262927164471E-001          4.2214975542046185E-001          1.0000000000000000E+000          5.0815473046511961E-001          1.7879286995141217E+053         -1.6504127979296766E+014 
                               3          3.6400000000000000E+002          1.1258501967135476E+003          6.5684388924525524E+002          9.8391721520406055E+000          1.9677655885332875E+001          2.8901204866716051E+002          2.1070957062063604E+002         -6.0119628684745607E-001         -1.0000000000000000E+000          1.9999336142721622E+000          1.0000017907693834E+000         -9.1714816052055681E+001         -1.0842031313305862E+001         -1.1605216602124218E+001         -9.8999999999999986E+001         -1.2822312965781196E+001         -1.0929795792228560E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7251017319167111E-001          1.7879864239796691E+053          1.2702624536697799E+039          0.0000000000000000E+000         -1.5200760644209807E+026         -4.2169927151990665E+034          1.2703046235970839E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.4747294977747925E-007          6.4593009246445263E-008          1.8297467022410982E-001          4.2214035265105299E-001          1.0000000000000000E+000          5.0816827966030076E-001          1.7879864239796691E+053         -1.6586761591436131E+014 
                               4          5.3679999999999995E+002          1.1259824784470618E+003          6.5689533865480189E+002          9.8387868399184910E+000          1.9676885254949116E+001          2.8903468636673671E+002          2.1072607521439335E+002         -6.0007383432830297E-001         -1.0000000000000000E+000          1.9999336117709445E+000          1.0000017912008461E+000         -9.1184272066815012E+001         -1.0839392305765074E+001         -1.1602600469379361E+001         -9.8999999999999986E+001         -1.2819696832697094E+001         -1.0927151661994971E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7250108711931547E-001          1.7880564466533029E+053          1.2840767540984607E+039          0.0000000000000000E+000         -1.5197325650558858E+026         -4.2427680374797001E+034          1.2841191817789876E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.4664905138626815E-007          6.4585420784457998E-008          1.8296503305533432E-001          4.2212896678302231E-001          1.0000000000000000E+000          5.0818468658562732E-001          1.7880564466533029E+053         -1.6686979605867003E+014 
                               5          7.4415999999999997E+002          1.1261432261827342E+003          6.5695785686712543E+002          9.8383186927904962E+000          1.9675948953444493E+001          2.8906219433140586E+002          2.1074613059845757E+002         -5.9874764939057668E-001         -1.0000000000000000E+000          1.9999336087476292E+000          1.0000017917223378E+000         -9.0556529945448872E+001         -1.0836241557502996E+001         -1.1599477469045430E+001         -9.8999999999999986E+001         -1.2816573831953612E+001         -1.0923994700170439E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7249006603785491E-001          1.7881415302881826E+053          1.3002207241528987E+039          0.0000000000000000E+000         -1.5193160021918734E+026         -4.2737493570241702E+034          1.3002634616466210E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.4566222450242290E-007          6.4576201743835836E-008          1.8295334351368017E-001          4.2211515528394528E-001          1.0000000000000000E+000          5.0820458900758014E-001          1.7881415302881826E+053         -1.6807407722275966E+014 
                               6          9.9299199999999996E+002          1.1263389401493025E+003          6.5703397017590373E+002          9.8377488333716823E+000          1.9674809226065285E+001          2.8909568412872875E+002          2.1077054718903221E+002         -5.9717223115489082E-001         -1.0000000000000000E+000          1.9999336050882972E+000          1.0000017923534874E+000         -8.9820226156541494E+001         -1.0832504381006858E+001         -1.1595774008181245E+001         -9.8999999999999986E+001         -1.2812870370594416E+001         -1.0920249974424440E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7247667561709737E-001          1.7882451105976640E+053          1.3190674602326770E+039          0.0000000000000000E+000         -1.5188100177531200E+026         -4.3107930391229182E+034          1.3191105681632201E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.4448949378815765E-007          6.4564980907781346E-008          1.8293914092565103E-001          4.2209837330463462E-001          1.0000000000000000E+000          5.0822877217772011E-001          1.7882451105976640E+053         -1.6951346308781116E+014 
                               7          1.2665061216947804E+003          1.1265573061372597E+003          6.5711888767069729E+002          9.8371131739160305E+000          1.9673537897872791E+001          2.8913304776183094E+002          2.1079778809719562E+002         -5.9546172805596154E-001         -1.0000000000000000E+000          1.9999336010244770E+000          1.0000017930543352E+000         -8.8955101486031396E+001         -1.0828045300284877E+001         -1.1591355971909071E+001         -9.8999999999999986E+001         -1.2808452333723144E+001         -1.0915781704428763E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7246037590333399E-001          1.7883606651843153E+053          1.3387622790489268E+039          0.0000000000000000E+000         -1.5181942956343485E+026         -4.3554153600474235E+034          1.3388058332026790E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.4310398172509294E-007          6.4552465968890483E-008          1.8292185253754220E-001          4.2207794321631986E-001          1.0000000000000000E+000          5.0825821259540716E-001          1.7883606651843153E+053         -1.7124670848848619E+014 
                               8          1.5532324959928619E+003          1.1267894597277909E+003          6.5720916082968347E+002          9.8364375591017605E+000          1.9672186658536166E+001          2.8917276788353462E+002          2.1082674706267539E+002         -5.9366950405691210E-001         -1.0000000000000000E+000          1.9999335967163556E+000          1.0000017937972372E+000         -8.8026935262888529E+001         -1.0823179706751645E+001         -1.1586536166734517E+001         -9.8999999999999986E+001         -1.2803632527883330E+001         -1.0910905860781661E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7244219408980996E-001          1.7884834995032612E+053          1.3575258623693981E+039          0.0000000000000000E+000         -1.5175077305657003E+026         -4.4046360910506677E+034          1.3575699087304604E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.4150517517420863E-007          6.4539166157978209E-008          1.8290256786106995E-001          4.2205515165221136E-001          1.0000000000000000E+000          5.0829105641971861E-001          1.7884834995032612E+053         -1.7315779144699772E+014 
                               9          1.8465239055302907E+003          1.1270302983594047E+003          6.5730280462453152E+002          9.8357368651064583E+000          1.9670785260605946E+001          2.8921397108281570E+002          2.1085678730303601E+002         -5.9176332513472407E-001         -1.0000000000000000E+000          1.9999335922573029E+000          1.0000017945660797E+000         -8.7069674594758865E+001         -1.0818056684609713E+001         -1.1581461816394917E+001         -9.8999999999999986E+001         -1.2798558176838554E+001         -1.0905771944492471E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.7242286940934201E-001          1.7886109113213890E+053          1.3765956826844163E+039          0.0000000000000000E+000         -1.5167783023015759E+026         -4.4570637696563421E+034          1.3766402533222646E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.3980087289375598E-007          6.4525374581579939E-008          1.8288207097945897E-001          4.2203092466504688E-001          1.0000000000000000E+000          5.0832596933678476E-001          1.7886109113213890E+053         -1.7519285428527291E+014 
